customer_id,first_name,last_name,date_of_birth,gender,city,state,pincode,email,phone,premium_tier,join_date
C0423,Alexander,Srinivas,1988-09-29,F,Raurkela Industrial Township,Jharkhand,969299,bvarghese@example.com,+913475135753,Gold,2024-11-02
C0424,Suhani,Pai,1927-11-14,M,Hosur,Tamil Nadu,872677,mananmurty@example.org,9432992662,Bronze,2024-02-04
C0425,Suhani,Sarin,1947-09-05,F,Dewas,Gujarat,761037,shivansh88@example.com,4324861031,Gold,2024-12-11
C0426,Urmi,Oommen,1911-10-31,M,Panvel,Rajasthan,606530,ughosh@example.com,+911562817828,Gold,2024-01-20
C0427,Ekta,Brar,1932-12-03,M,Yamunanagar,West Bengal,037242,lajitachana@example.org,2235030954,Gold,2026-05-03
C0428,Ridhi,Hari,2001-09-05,F,Raipur,Kerala,993160,ikshitaramaswamy@example.com,09536125171,Gold,2022-01-30
C0429,Chasmum,Upadhyay,2011-04-19,F,Hajipur,Goa,538608,minhashredhaan@example.net,7476850758,Bronze,2021-08-17
C0430,Bahadurjit,Majumdar,1913-12-28,F,Rajahmundry,Haryana,946816,anirudh98@example.com,01415614582,Gold,2023-03-23
C0431,Aadi,Chauhan,2005-10-23,M,Khandwa,Sikkim,897913,knarula@example.org,+911857388347,Gold,2022-12-11
C0432,Kamala,Ratta,1946-11-18,M,Kota,West Bengal,073421,semnaksh@example.com,3368081528,Gold,2024-09-26
C0433,Unni,Dua,1914-12-23,M,Vijayanagaram,Manipur,805133,bray@example.net,+918796718908,Silver,2023-01-15
C0434,Yash,Nayak,1990-12-02,M,Aizawl,Madhya Pradesh,807405,tarakparekh@example.org,02052256209,Silver,2023-01-05
C0435,Edhitha,Chaudhari,1939-07-20,M,Rajahmundry,Chhattisgarh,474211,udant40@example.com,3290392310,Gold,2024-03-13
C0436,Oni,Karpe,1956-02-26,M,Bhiwani,Punjab,453562,emittal@example.net,2807391825,Silver,2021-08-15
C0437,Amol,Virk,1972-10-04,M,Eluru,Tripura,956152,aaurora@example.com,02807966698,Gold,2023-09-16
C0438,Balveer,Pall,1946-11-16,M,Shimla,Haryana,637605,chaitanyaanand@example.net,05062517839,Gold,2024-12-13
C0439,Jairaj,Gopal,1967-01-01,F,Nagercoil,Nagaland,675404,vmander@example.com,1812614443,Silver,2025-05-20
C0440,Kamya,Sood,1931-11-05,F,Gurgaon,Assam,886218,esidhu@example.net,+919312446015,Bronze,2025-01-15
C0441,Vedhika,Agarwal,1960-08-07,F,Hospet,Nagaland,158328,warhi89@example.net,09345761880,Gold,2021-08-05
C0442,Eiravati,Barad,1979-02-16,F,Jorhat,Haryana,010072,alexander50@example.net,8612249140,Silver,2025-09-29
C0443,Ikshita,Shankar,2013-10-23,F,Asansol,Nagaland,880118,manthan32@example.org,+918482104144,Bronze,2025-03-05
C0444,Radha,Gara,1987-03-14,F,Bally,Bihar,343925,finngara@example.com,+918552097922,Silver,2025-05-11
C0445,Yatin,Prashad,1926-03-11,F,Bangalore,Punjab,241410,lukegrewal@example.net,00512943467,Silver,2023-05-14
C0446,Harsh,Ramaswamy,2024-12-29,F,South Dumdum,Tamil Nadu,331356,riyanarasimhan@example.net,+915677888862,Gold,2024-01-21
C0447,Advika,Bali,2012-02-21,F,Vadodara,Meghalaya,505570,upadhyaydarsh@example.org,+911781508999,Gold,2022-03-06
C0448,Eiravati,Om,1953-06-14,M,Mau,Uttar Pradesh,342006,mmahajan@example.com,+910210579598,Gold,2022-09-17
C0449,Netra,Murthy,1985-04-13,M,Tadepalligudem,Uttarakhand,207464,yochanakonda@example.com,+915981380771,Bronze,2024-10-20
C0450,Charles,Kumar,1929-06-03,M,Shahjahanpur,Goa,737512,aashi70@example.com,+918161083333,Bronze,2023-04-26
C0451,Vaishnavi,Mani,1958-10-09,F,Ajmer,Uttarakhand,728879,warindersahni@example.net,09295993375,Silver,2023-11-04
C0452,Oeshi,Warrior,1932-06-23,M,Machilipatnam,Nagaland,328256,damyanti01@example.com,+919043316195,Gold,2023-10-14
C0453,Yatan,Sarkar,1978-08-11,M,Kolhapur,Uttar Pradesh,781534,trivenivora@example.net,8742348250,Silver,2021-09-21
C0454,Neelima,Baria,1934-04-05,F,Nagpur,Himachal Pradesh,279169,jaisundaram@example.com,0791718310,Silver,2024-12-04
C0455,Jeremiah,Jain,1970-09-18,M,Buxar,Maharashtra,464010,cvenkataraman@example.net,2895271403,Silver,2025-12-23
C0456,Aachal,Dixit,1938-08-16,M,Jalandhar,Telangana,484186,guneetkara@example.net,04690943351,Bronze,2022-06-15
C0457,Saanvi,Chakrabarti,1945-05-05,F,Patna,Karnataka,579714,yastidivan@example.net,+912079026307,Silver,2022-04-29
C0458,Anjali,Suresh,1966-09-09,F,Bhubaneswar,Gujarat,162764,bhavani38@example.net,5633589809,Bronze,2022-05-21
C0459,Yashica,Nadig,2022-07-12,F,Pali,Tamil Nadu,056373,ntaneja@example.org,+918605789832,Bronze,2022-02-19
C0460,Eshana,Gill,2025-04-03,M,Danapur,Punjab,986399,osubramanian@example.org,+916320809574,Silver,2021-12-06
C0461,Quincy,Butala,1996-12-01,M,Bidar,West Bengal,670494,ftata@example.org,+915291596761,Silver,2023-03-28
C0462,Chatura,Majumdar,1949-11-03,F,Sikar,Assam,822502,samakshkrishna@example.net,3827801185,Bronze,2025-03-29
C0463,Onveer,Sathe,2018-03-21,F,Hospet,Nagaland,708338,davidlala@example.net,+916352066529,Gold,2022-02-02
C0464,Shravya,Sawhney,1973-08-23,F,Hubli–Dharwad,Sikkim,738960,gsarkar@example.org,08538126238,Gold,2026-03-02
C0465,Sarthak,Samra,1933-12-22,M,Dharmavaram,Punjab,081389,karanbala@example.org,+914900590993,Silver,2021-07-25
C0466,Anmol,Mannan,1945-08-29,M,Bangalore,Gujarat,507070,zmitter@example.com,8928444568,Bronze,2026-01-06
C0467,Ekalinga,Venkatesh,1943-01-10,F,Satara,Goa,046208,veer43@example.org,3299821420,Gold,2022-01-30
C0468,Andrew,Chaudry,1975-08-16,F,Jalna,Maharashtra,346440,gatwal@example.net,09128898444,Silver,2025-08-31
C0469,Luke,Sarraf,1976-10-21,M,Panipat,Mizoram,792346,xiyer@example.org,01765161019,Gold,2021-06-08
C0470,Raksha,Raju,1924-05-29,F,Nadiad,Arunachal Pradesh,709812,isaacnarayan@example.org,01858202891,Gold,2026-01-17
C0471,Keya,Karan,1932-12-30,M,Kumbakonam,Assam,553546,qarin08@example.net,7987341161,Bronze,2026-01-16
C0472,Waida,Bora,1912-02-14,M,Bongaigaon,Karnataka,879364,daksha33@example.org,00567238423,Bronze,2022-04-13
C0473,Dominic,Dash,1955-07-15,F,Bhalswa Jahangir Pur,Gujarat,905609,nchanda@example.net,+917914319462,Silver,2025-07-01
C0474,Viraj,Chhabra,2002-01-04,F,Siliguri,Uttarakhand,334152,xmanda@example.org,2283063165,Bronze,2021-06-20
C0475,Idika,Kulkarni,2012-05-09,M,Sasaram,Assam,225806,aarnav72@example.com,+916651991309,Silver,2025-06-22
C0476,Ekta,Chatterjee,1930-12-17,M,Haridwar,Meghalaya,077995,mohini92@example.com,+917267263400,Gold,2025-02-16
C0477,Ishani,Borde,1974-02-26,M,Etawah,Jharkhand,692022,advaith90@example.com,7445666593,Silver,2021-06-29
C0478,Tristan,Kala,1911-11-10,F,Sangli-Miraj & Kupwad,Bihar,691922,meghanade@example.com,8987061400,Bronze,2025-01-16
C0479,Anmol,Talwar,1974-06-16,M,Tiruchirappalli,Punjab,067977,ggrewal@example.org,03920468673,Gold,2025-07-10
C0480,Leena,Behl,1990-04-28,F,Rajpur Sonarpur,Uttar Pradesh,022419,yash93@example.org,06565432061,Gold,2022-02-15
C0481,Wridesh,Brar,1988-08-28,F,Adoni,Mizoram,351245,harinakshisolanki@example.com,08369411810,Bronze,2022-04-03
C0482,Upma,Kamdar,1959-07-10,F,Tiruvottiyur,Uttar Pradesh,125630,isingh@example.org,1735697949,Gold,2022-09-08
C0483,Hema,Mangat,1936-01-06,F,Ghaziabad,Maharashtra,184414,shauryanatarajan@example.net,07912072583,Bronze,2024-08-30
C0484,Jason,Kata,1935-03-15,F,Anantapuram,Tamil Nadu,770038,ozajagat@example.net,+919967141507,Gold,2023-11-20
C0485,Ayaan,Dutta,1937-04-05,M,Guna,Manipur,915689,pbhardwaj@example.net,01624895292,Gold,2024-02-03
C0486,Jacob,Desai,2021-11-04,F,Durg,Assam,623941,ssachdev@example.net,+913007740381,Silver,2023-03-19
C0487,Falguni,Nazareth,2005-03-19,M,Panchkula,Gujarat,098389,sathvikpuri@example.net,04467111655,Gold,2025-11-24
C0488,Aashi,Pathak,1934-02-01,F,Muzaffarpur,Rajasthan,229529,tanveer13@example.org,2873060013,Bronze,2021-06-21
C0489,Timothy,Kannan,1927-01-20,F,Nagaon,Mizoram,482582,iramesh@example.org,+915351773923,Bronze,2022-02-03
C0490,Jagdish,Kala,2020-02-21,F,Hubli–Dharwad,Maharashtra,009843,rachitsharma@example.com,06241398834,Silver,2022-10-04
C0491,Ranveer,Rajagopal,1956-09-08,F,Aurangabad,West Bengal,072357,bhaktadiya@example.org,+914003246421,Silver,2024-04-07
C0492,Nandini,Minhas,1962-12-24,F,Bettiah,Madhya Pradesh,264885,andraomisha@example.com,+918492640271,Silver,2025-10-29
C0493,Harish,Kata,2016-11-08,M,Ahmednagar,Mizoram,947988,parthbhatia@example.com,5758415092,Gold,2025-07-07
C0494,Warda,Batra,1927-02-18,M,Miryalaguda,Arunachal Pradesh,582408,borafinn@example.com,9642477894,Bronze,2024-02-24
C0495,Matthew,Venkataraman,1993-01-01,M,Karnal,Odisha,528983,krishpranit@example.com,+918374019761,Gold,2024-04-25
C0496,Anita,Sandal,1926-12-06,F,Proddatur,Mizoram,602813,xpillay@example.com,+913626195579,Bronze,2022-10-27
C0497,Sarthak,Sarraf,1916-02-23,F,Farrukhabad,Rajasthan,423801,netrashah@example.com,8807913248,Gold,2022-06-16
C0498,Vanya,Barad,1959-04-30,M,Mumbai,Odisha,049075,jrau@example.com,+913127079692,Silver,2023-12-05
C0499,Bhavna,Bath,1918-07-01,F,Kolhapur,Punjab,818973,mandabalhaar@example.org,0200540563,Silver,2023-08-12
C0500,Tarak,Borah,1983-05-14,F,Hyderabad,Meghalaya,901474,ide@example.net,+912427963947,Gold,2023-08-20
